genesym	ensid	essentiality
GAA	ENSG00000171298	0.31
GADD45A	ENSG00000116717	0.31
GALNTL5	ENSG00000106648	0.31
GAN	ENSG00000261609	0.31
GANAB	ENSG00000089597	0.31
GAPVD1	ENSG00000165219	0.31
GAST	ENSG00000184502	0.31
GBP1	ENSG00000117228	0.31
GCAT	ENSG00000100116	0.31
GCNT4	ENSG00000176928	0.31
GCSAM	ENSG00000174500	0.31
GDA	ENSG00000119125	0.31
GDI2	ENSG00000057608	0.31
GGN	ENSG00000179168	0.31
GHSR	ENSG00000121853	0.31
GIPC3	ENSG00000179855	0.31
GJB2	ENSG00000165474	0.31
GJD3	ENSG00000183153	0.31
GLDC	ENSG00000178445	0.31
GLO1	ENSG00000124767	0.31
GLRA1	ENSG00000145888	0.31
GLT1D1	ENSG00000151948	0.31
GMDS	ENSG00000112699	0.31
GMPR	ENSG00000137198	0.31
GNAI1	ENSG00000127955	0.31
GNAI2	ENSG00000114353	0.31
GNB4	ENSG00000114450	0.31
GNG10	ENSG00000242616	0.31
GNG2	ENSG00000186469	0.31
GNG4	ENSG00000168243	0.31
GOLGA1	ENSG00000136935	0.31
GOLPH3L	ENSG00000143457	0.31
GOT1	ENSG00000120053	0.31
GPAT2	ENSG00000186281	0.31
GPC1	ENSG00000063660	0.31
GPC2	ENSG00000213420	0.31
GPR1	ENSG00000183671	0.31
GPR107	ENSG00000148358	0.31
GPR137	ENSG00000173264	0.31
GPR26	ENSG00000154478	0.31
GPRC5A	ENSG00000013588	0.31
GPRIN2	ENSG00000204175	0.31
GPS2	ENSG00000132522	0.31
GRB14	ENSG00000115290	0.31
GRB7	ENSG00000141738	0.31
GRIK1	ENSG00000171189	0.31
GRIK5	ENSG00000105737	0.31
GRIN2B	ENSG00000273079	0.31
GRM2	ENSG00000164082	0.31
GSE1	ENSG00000131149	0.31
GSR	ENSG00000104687	0.31
GSTM2	ENSG00000213366	0.31
GSTO2	ENSG00000065621	0.31
GTPBP1	ENSG00000100226	0.31
GTPBP3	ENSG00000130299	0.31
GTSCR1		0.31
GULP1	ENSG00000144366	0.31
GUSB	ENSG00000169919	0.31
H1FOO	ENSG00000178804	0.31
H1FX	ENSG00000184897	0.31
H2AFB2	ENSG00000277858	0.31
HADHA	ENSG00000084754	0.31
HAGH	ENSG00000063854	0.31
HAT1	ENSG00000128708	0.31
HBE1	ENSG00000213931	0.31
HBP1	ENSG00000105856	0.31
HCAR1	ENSG00000196917	0.31
HDAC4	ENSG00000068024	0.31
HDX	ENSG00000165259	0.31
HELZ2	ENSG00000130589	0.31
HERPUD2	ENSG00000122557	0.31
HEXB	ENSG00000049860	0.31
HHIPL1	ENSG00000182218	0.31
HIC2	ENSG00000169635	0.31
HIPK1	ENSG00000163349	0.31
HIST1H2BI	ENSG00000278588	0.31
HIST1H3C	ENSG00000278272	0.31
HIST1H3E	ENSG00000274750	0.31
HIST1H3J	ENSG00000197153	0.31
HIST1H4D	ENSG00000277157	0.31
HIST1H4H	ENSG00000158406	0.31
HK1	ENSG00000156515	0.31
HKR1	ENSG00000181666	0.31
HMGA2	ENSG00000149948	0.31
HMGB2	ENSG00000164104	0.31
HNF4G	ENSG00000164749	0.31
HOPX	ENSG00000171476	0.31
HOXB13	ENSG00000159184	0.31
HOXC4	ENSG00000198353	0.31
HOXC5	ENSG00000172789	0.31
HOXD11	ENSG00000128713	0.31
HPD	ENSG00000158104	0.31
HPGDS	ENSG00000163106	0.31
HPRT1	ENSG00000165704	0.31
HPS1	ENSG00000107521	0.31
HPS5	ENSG00000110756	0.31
HRAS	ENSG00000174775	0.31
HRSP12		0.31
HS1BP3	ENSG00000118960	0.31
HS2ST1	ENSG00000153936	0.31
HS6ST2	ENSG00000171004	0.31
HSD17B11	ENSG00000198189	0.31
HSPA6	ENSG00000173110	0.31
HSPH1	ENSG00000120694	0.31
HTATIP2	ENSG00000109854	0.31
HTR1A	ENSG00000178394	0.31
HTR1E	ENSG00000168830	0.31
HTR3C	ENSG00000178084	0.31
HTT	ENSG00000197386	0.31
ICA1L	ENSG00000163596	0.31
ICOS	ENSG00000163600	0.31
ID3	ENSG00000117318	0.31
IDH1	ENSG00000138413	0.31
IER5	ENSG00000162783	0.31
IFI44	ENSG00000137965	0.31
IFIT2	ENSG00000119922	0.31
IFLTD1		0.31
IFNAR2	ENSG00000159110	0.31
IFNK	ENSG00000147896	0.31
IFT46	ENSG00000118096	0.31
IFT52	ENSG00000101052	0.31
IFT57	ENSG00000114446	0.31
IGF2BP3	ENSG00000136231	0.31
IGFL3	ENSG00000188624	0.31
IGFLR1	ENSG00000126246	0.31
IGHMBP2	ENSG00000132740	0.31
IGSF3	ENSG00000143061	0.31
IKZF1	ENSG00000185811	0.31
IL10RA	ENSG00000110324	0.31
IL17RA	ENSG00000177663	0.31
IL18RAP	ENSG00000115607	0.31
IL19	ENSG00000142224	0.31
IL1RAP	ENSG00000196083	0.31
IL1RL1	ENSG00000115602	0.31
IL21R	ENSG00000103522	0.31
IL32	ENSG00000008517	0.31
IL36G	ENSG00000136688	0.31
IL4I1	ENSG00000104951	0.31
IL8		0.31
ILDR1	ENSG00000145103	0.31
ILDR2	ENSG00000143195	0.31
IMMP2L	ENSG00000184903	0.31
IMPA1	ENSG00000133731	0.31
ING2	ENSG00000168556	0.31
INO80E	ENSG00000169592	0.31
INSIG1	ENSG00000186480	0.31
INSL4	ENSG00000120211	0.31
IQCC	ENSG00000160051	0.31
IQUB	ENSG00000164675	0.31
IRF2BP1	ENSG00000170604	0.31
IRX1	ENSG00000170549	0.31
IRX2	ENSG00000170561	0.31
ISM1	ENSG00000101230	0.31
ITCH	ENSG00000078747	0.31
ITGA2B	ENSG00000005961	0.31
ITGA3	ENSG00000005884	0.31
ITGAX	ENSG00000140678	0.31
ITGB3	ENSG00000259207	0.31
ITGB8	ENSG00000105855	0.31
ITIH2	ENSG00000151655	0.31
IZUMO2	ENSG00000161652	0.31
JADE3	ENSG00000102221	0.31
JKAMP	ENSG00000050130	0.31
JMJD7-PLA2G4B		0.31
JUND	ENSG00000130522	0.31
KAT6B	ENSG00000156650	0.31
KBTBD4	ENSG00000123444	0.31
KBTBD8	ENSG00000163376	0.31
KCNA2	ENSG00000177301	0.31
KCNA3	ENSG00000177272	0.31
KCNA5	ENSG00000130037	0.31
KCNA7	ENSG00000104848	0.31
KCNAB1	ENSG00000169282	0.31
KCNC3	ENSG00000131398	0.31
KCND3	ENSG00000171385	0.31
KCNF1	ENSG00000162975	0.31
KCNH2	ENSG00000055118	0.31
KCNH7	ENSG00000184611	0.31
KCNJ6	ENSG00000157542	0.31
KCNMB4	ENSG00000135643	0.31
KCNS3	ENSG00000170745	0.31
KCNT2	ENSG00000162687	0.31
KCNU1	ENSG00000215262	0.31
KDELR1	ENSG00000105438	0.31
KDM3B	ENSG00000120733	0.31
KHDRBS1	ENSG00000121774	0.31
KHDRBS3	ENSG00000131773	0.31
KIAA0141	ENSG00000081791	0.31
KIAA0196	ENSG00000164961	0.31
KIAA0753	ENSG00000198920	0.31
KIAA0907	ENSG00000132680	0.31
KIAA1217	ENSG00000120549	0.31
KIAA1324	ENSG00000116299	0.31
KIAA1614	ENSG00000135835	0.31
KIF13B	ENSG00000197892	0.31
KIF1A	ENSG00000130294	0.31
KIF1B	ENSG00000054523	0.31
KIF21A	ENSG00000139116	0.31
KIF5A	ENSG00000155980	0.31
KIF7	ENSG00000166813	0.31
KIR2DL3	ENSG00000243772	0.31
KIR3DL1	ENSG00000167633	0.31
KLF17	ENSG00000171872	0.31
KLHDC10	ENSG00000128607	0.31
KLHDC3	ENSG00000124702	0.31
KLHL10	ENSG00000161594	0.31
KLHL18	ENSG00000114648	0.31
KLHL22	ENSG00000099910	0.31
KLHL38	ENSG00000175946	0.31
KLHL42	ENSG00000087448	0.31
KLHL9	ENSG00000198642	0.31
KMO	ENSG00000117009	0.31
KMT2C	ENSG00000055609	0.31
KPNA3	ENSG00000102753	0.31
KPTN	ENSG00000118162	0.31
KREMEN1	ENSG00000183762	0.31
KRT3	ENSG00000186442	0.31
KRT33B	ENSG00000131738	0.31
KRT6B	ENSG00000185479	0.31
KRT76	ENSG00000185069	0.31
KRTAP10-10	ENSG00000221859	0.31
KRTAP10-2	ENSG00000205445	0.31
KRTAP10-8	ENSG00000187766	0.31
KRTAP13-2	ENSG00000182816	0.31
KRTAP13-3	ENSG00000240432	0.31
KRTAP17-1	ENSG00000186860	0.31
KRTAP20-3	ENSG00000206104	0.31
KRTAP21-3	ENSG00000231068	0.31
KRTAP9-1	ENSG00000240542	0.31
KSR1	ENSG00000141068	0.31
L1TD1	ENSG00000240563	0.31
LACTB2	ENSG00000147592	0.31
LAIR1	ENSG00000167613	0.31
LAMA3	ENSG00000053747	0.31
LAMA5	ENSG00000130702	0.31
LANCL2	ENSG00000132434	0.31
LASP1	ENSG00000002834	0.31
LAYN	ENSG00000204381	0.31
LCE3A	ENSG00000185962	0.31
LCN2	ENSG00000148346	0.31
LCN9	ENSG00000148386	0.31
LCOR	ENSG00000196233	0.31
LDHAL6B	ENSG00000171989	0.31
LEF1	ENSG00000138795	0.31
LENEP	ENSG00000163352	0.31
LEPROTL1	ENSG00000104660	0.31
LGR4	ENSG00000205213	0.31
LHFPL1	ENSG00000182508	0.31
LIPM	ENSG00000173239	0.31
LIPT2	ENSG00000175536	0.31
LLGL2	ENSG00000073350	0.31
LMBR1L	ENSG00000139636	0.31
LMLN	ENSG00000185621	0.31
LMO2	ENSG00000135363	0.31
LMOD3	ENSG00000163380	0.31
LMX1B	ENSG00000136944	0.31
LONRF2	ENSG00000170500	0.31
LPHN2		0.31
LRCH2	ENSG00000130224	0.31
LRFN1	ENSG00000128011	0.31
LRIF1	ENSG00000121931	0.31
LRIG3	ENSG00000139263	0.31
LRP1B	ENSG00000168702	0.31
LRP2	ENSG00000081479	0.31
LRP4	ENSG00000134569	0.31
LRP5	ENSG00000162337	0.31
LRP6	ENSG00000070018	0.31
LRPAP1	ENSG00000163956	0.31
LRRC49	ENSG00000137821	0.31
LRRC52	ENSG00000162763	0.31
LRRC57	ENSG00000180979	0.31
LRRC63	ENSG00000173988	0.31
LRRC8C	ENSG00000171488	0.31
LRRIQ1	ENSG00000133640	0.31
LRRIQ4	ENSG00000188306	0.31
LRTM2	ENSG00000166159	0.31
LTA4H	ENSG00000111144	0.31
LTBP3	ENSG00000168056	0.31
LTN1	ENSG00000198862	0.31
LY9	ENSG00000122224	0.31
LYPD2	ENSG00000197353	0.31
LYPD5	ENSG00000159871	0.31
LYPD6	ENSG00000187123	0.31
LYZL1	ENSG00000120563	0.31
M6PR	ENSG00000003056	0.31
MAEL	ENSG00000143194	0.31
MAFB	ENSG00000204103	0.31
MAG	ENSG00000105695	0.31
MAGEC1	ENSG00000155495	0.31
MAGEC2	ENSG00000046774	0.31
MAGT1	ENSG00000102158	0.31
MAK	ENSG00000111837	0.31
MAML1	ENSG00000161021	0.31
MAN2C1	ENSG00000140400	0.31
MANSC1	ENSG00000111261	0.31
MAP1A	ENSG00000166963	0.31
MAP1LC3A	ENSG00000101460	0.31
MAP2K2	ENSG00000126934	0.31
MAP3K11	ENSG00000173327	0.31
MAP3K13	ENSG00000073803	0.31
MAP4K3	ENSG00000011566	0.31
MAP4K4	ENSG00000071054	0.31
MAP6D1	ENSG00000180834	0.31
MAPK10	ENSG00000109339	0.31
MAPK13	ENSG00000156711	0.31
MAPK7	ENSG00000166484	0.31
MAPK9	ENSG00000050748	0.31
MARCH9	ENSG00000139266	0.31
MARCKS	ENSG00000277443	0.31
MAT1A	ENSG00000151224	0.31
MAT2B	ENSG00000038274	0.31
MB21D1	ENSG00000164430	0.31
MBLAC1	ENSG00000214309	0.31
MBOAT7	ENSG00000125505	0.31
MCF2L	ENSG00000126217	0.31
MCM9	ENSG00000111877	0.31
MCTP1	ENSG00000175471	0.31
MDC1	ENSG00000137337	0.31
MDK	ENSG00000110492	0.31
MED13	ENSG00000108510	0.31
MEI4	ENSG00000269964	0.31
MELK	ENSG00000165304	0.31
MEP1A	ENSG00000112818	0.31
MESP2	ENSG00000188095	0.31
MEST	ENSG00000106484	0.31
METRNL	ENSG00000176845	0.31
METTL4	ENSG00000101574	0.31
METTL6	ENSG00000206562	0.31
MFNG	ENSG00000100060	0.31
MGA	ENSG00000174197	0.31
MGAT2	ENSG00000168282	0.31
MGAT5B	ENSG00000167889	0.31
MGLL	ENSG00000074416	0.31
MGRN1	ENSG00000102858	0.31
MIA3	ENSG00000154305	0.31
MICU1	ENSG00000107745	0.31
MICU2	ENSG00000165487	0.31
MID1	ENSG00000101871	0.31
MIOX	ENSG00000100253	0.31
MKRN2	ENSG00000075975	0.31
MLC1	ENSG00000100427	0.31
MLLT1	ENSG00000130382	0.31
MLLT10	ENSG00000078403	0.31
MMADHC	ENSG00000168288	0.31
MMEL1	ENSG00000142606	0.31
MMP23B	ENSG00000189409	0.31
MMP27	ENSG00000137675	0.31
MND1	ENSG00000121211	0.31
MNT	ENSG00000070444	0.31
MOB1B	ENSG00000173542	0.31
MOB3B	ENSG00000120162	0.31
MOGAT1	ENSG00000124003	0.31
MOGS	ENSG00000115275	0.31
MORC2	ENSG00000133422	0.31
MORN1	ENSG00000116151	0.31
MORN5	ENSG00000185681	0.31
MPC1	ENSG00000060762	0.31
MPC2	ENSG00000143158	0.31
MPP7	ENSG00000150054	0.31
MRGPRD	ENSG00000172938	0.31
MS4A13	ENSG00000204979	0.31
MS4A15	ENSG00000166961	0.31
MSANTD2	ENSG00000120458	0.31
MSH3	ENSG00000113318	0.31
MSH4	ENSG00000057468	0.31
MSL2	ENSG00000174579	0.31
MSX2	ENSG00000120149	0.31
MT4	ENSG00000102891	0.31
MTERF		0.31
MTF2	ENSG00000143033	0.31
MTHFS	ENSG00000136371	0.31
MTMR1	ENSG00000063601	0.31
MTNR1B	ENSG00000134640	0.31
MTR	ENSG00000116984	0.31
MTX1	ENSG00000173171	0.31
MUCL1	ENSG00000172551	0.31
MURC	ENSG00000170681	0.31
MYCBPAP	ENSG00000136449	0.31
MYF6	ENSG00000111046	0.31
MYH10	ENSG00000133026	0.31
MYH14	ENSG00000105357	0.31
MYH3	ENSG00000109063	0.31
MYH4	ENSG00000264424	0.31
MYL12B	ENSG00000118680	0.31
MYO18B	ENSG00000133454	0.31
MYO1A	ENSG00000166866	0.31
MYO5A	ENSG00000197535	0.31
MYO6	ENSG00000196586	0.31
MYO7A	ENSG00000137474	0.31
MYOD1	ENSG00000129152	0.31
MYPOP	ENSG00000176182	0.31
MZT2B	ENSG00000152082	0.31
NACC1	ENSG00000160877	0.31
NADK2	ENSG00000152620	0.31
NAIF1	ENSG00000171169	0.31
NAP1L4	ENSG00000205531	0.31
NAPB	ENSG00000125814	0.31
NAPRT1		0.31
NBL1	ENSG00000158747	0.31
NCEH1	ENSG00000144959	0.31
NCLN	ENSG00000125912	0.31
NCOA7	ENSG00000111912	0.31
NDUFA7	ENSG00000267855	0.31
NDUFS4	ENSG00000164258	0.31
NDUFS6	ENSG00000145494	0.31
NEDD9	ENSG00000111859	0.31
NEIL2	ENSG00000154328	0.31
NEK7	ENSG00000151414	0.31
NEURL4	ENSG00000215041	0.31
NEUROD2	ENSG00000171532	0.31
NEUROG3	ENSG00000122859	0.31
NFIC	ENSG00000141905	0.31
NFKB2	ENSG00000077150	0.31
NGFRAP1		0.31
NKAIN3	ENSG00000185942	0.31
NKAIN4	ENSG00000101198	0.31
NKAPL	ENSG00000189134	0.31
NKX3-1	ENSG00000167034	0.31
NLRP13	ENSG00000173572	0.31
NLRP4	ENSG00000160505	0.31
NME1	ENSG00000239672	0.31
NMNAT3	ENSG00000163864	0.31
NMRAL1	ENSG00000153406	0.31
NMRK1	ENSG00000106733	0.31
NMU	ENSG00000109255	0.31
NMUR1	ENSG00000171596	0.31
NOL3	ENSG00000140939	0.31
NOSTRIN	ENSG00000163072	0.31
NOTUM	ENSG00000185269	0.31
NOX1	ENSG00000007952	0.31
NOX5	ENSG00000255346	0.31
NPAS4	ENSG00000174576	0.31
NPC1L1	ENSG00000015520	0.31
NPC2	ENSG00000119655	0.31
NPNT	ENSG00000168743	0.31
NPRL2	ENSG00000114388	0.31
NR0B2	ENSG00000131910	0.31
NR1D2	ENSG00000174738	0.31
NR1H2	ENSG00000131408	0.31
NR1H4	ENSG00000012504	0.31
NR1I3	ENSG00000143257	0.31
NR3C2	ENSG00000151623	0.31
NR6A1	ENSG00000148200	0.31
NRP1	ENSG00000099250	0.31
NRTN	ENSG00000171119	0.31
NSD1	ENSG00000165671	0.31
NSUN5	ENSG00000130305	0.31
NT5C	ENSG00000125458	0.31
NTAN1	ENSG00000157045	0.31
NTMT1	ENSG00000148335	0.31
NTN1	ENSG00000065320	0.31
NTNG1	ENSG00000162631	0.31
NTRK3	ENSG00000140538	0.31
NTS	ENSG00000133636	0.31
NUAK2	ENSG00000163545	0.31
NUDT12	ENSG00000112874	0.31
NUDT8	ENSG00000167799	0.31
NUTM2G	ENSG00000188152	0.31
OGN	ENSG00000106809	0.31
OLFML3	ENSG00000116774	0.31
OLR1	ENSG00000173391	0.31
OMP	ENSG00000254550	0.31
OPALIN	ENSG00000197430	0.31
OPN1LW	ENSG00000102076	0.31
OPRM1	ENSG00000112038	0.31
ORMDL3	ENSG00000172057	0.31
OS9	ENSG00000135506	0.31
OSGIN2	ENSG00000164823	0.31
OSR2	ENSG00000164920	0.31
OTX2	ENSG00000165588	0.31
OVGP1	ENSG00000085465	0.31
P4HA2	ENSG00000072682	0.31
PAAF1	ENSG00000175575	0.31
PABPC4	ENSG00000090621	0.31
PACS1	ENSG00000175115	0.31
PAGR1	ENSG00000280789	0.31
PALMD	ENSG00000099260	0.31
PAN3	ENSG00000152520	0.31
PANK4	ENSG00000157881	0.31
PANX1	ENSG00000110218	0.31
PANX3	ENSG00000154143	0.31
PAOX	ENSG00000148832	0.31
PAPD7	ENSG00000112941	0.31
PAQR3	ENSG00000163291	0.31
PAQR4	ENSG00000162073	0.31
PARP14	ENSG00000173193	0.31
PARPBP	ENSG00000185480	0.31
PATL1	ENSG00000166889	0.31
PATZ1	ENSG00000100105	0.31
PAX3	ENSG00000135903	0.31
PAXIP1	ENSG00000157212	0.31
PCCB	ENSG00000114054	0.31
PCDH11Y	ENSG00000099715	0.31
PCDH17	ENSG00000118946	0.31
PCDHA10		0.31
PCDHB11		0.31
PCDHB7		0.31
PCDHGA6		0.31
PCDHGB1		0.31
PCDHGB2		0.31
PCGF5	ENSG00000180628	0.31
PCNXL2		0.31
PCSK9	ENSG00000169174	0.31
PDE11A	ENSG00000128655	0.31
PDE6G	ENSG00000185527	0.31
PDE8B	ENSG00000113231	0.31
PDGFD	ENSG00000170962	0.31
PDIA4	ENSG00000155660	0.31
PDIK1L	ENSG00000175087	0.31
PDP2	ENSG00000172840	0.31
PDZD11	ENSG00000120509	0.31
PDZK1	ENSG00000174827	0.31
PEX10	ENSG00000157911	0.31
PEX14	ENSG00000142655	0.31
PEX2	ENSG00000164751	0.31
PF4V1	ENSG00000109272	0.31
PFKFB2	ENSG00000123836	0.31
PFKFB4	ENSG00000114268	0.31
PFKP	ENSG00000067057	0.31
PFN4	ENSG00000176732	0.31
PGAP2	ENSG00000148985	0.31
PGAP3	ENSG00000161395	0.31
PGLS	ENSG00000130313	0.31
PGPEP1	ENSG00000130517	0.31
PHC3	ENSG00000173889	0.31
PHF3	ENSG00000118482	0.31
PHYHIPL	ENSG00000165443	0.31
PI16	ENSG00000164530	0.31
PI4K2A	ENSG00000155252	0.31
PIAS2	ENSG00000078043	0.31
PIGM	ENSG00000143315	0.31
PIGN	ENSG00000197563	0.31
PIGO	ENSG00000165282	0.31
PIK3AP1	ENSG00000155629	0.31
PIK3R5	ENSG00000141506	0.31
PIN1	ENSG00000127445	0.31
PIP	ENSG00000159763	0.31
PITPNC1	ENSG00000154217	0.31
PIWIL2	ENSG00000197181	0.31
PKD2	ENSG00000118762	0.31
PKHD1	ENSG00000170927	0.31
PKIA	ENSG00000171033	0.31
PLA1A	ENSG00000144837	0.31
PLA2G4A	ENSG00000116711	0.31
PLA2G4D	ENSG00000159337	0.31
PLAA	ENSG00000137055	0.31
PLB1	ENSG00000163803	0.31
PLBD1	ENSG00000121316	0.31
PLCB3	ENSG00000149782	0.31
PLCE1	ENSG00000138193	0.31
PLCG1	ENSG00000124181	0.31
PLEKHA5	ENSG00000052126	0.31
PLEKHG2	ENSG00000090924	0.31
PLEKHG3	ENSG00000126822	0.31
PLEKHJ1	ENSG00000104886	0.31
PLXNA1	ENSG00000114554	0.31
PLXNA2	ENSG00000076356	0.31
PM20D2	ENSG00000146281	0.31
PNLDC1	ENSG00000146453	0.31
PNMT	ENSG00000141744	0.31
PNP	ENSG00000198805	0.31
POC5	ENSG00000152359	0.31
POGLUT1	ENSG00000163389	0.31
POLB	ENSG00000070501	0.31
POLI	ENSG00000101751	0.31
PON2	ENSG00000105854	0.31
PON3	ENSG00000105852	0.31
POU3F2	ENSG00000184486	0.31
POU3F4	ENSG00000196767	0.31
PPAP2C		0.31
PPAPDC1A		0.31
PPEF2	ENSG00000156194	0.31
PPFIBP2	ENSG00000166387	0.31
PPM1E	ENSG00000175175	0.31
PPM1J	ENSG00000155367	0.31
PPOX	ENSG00000143224	0.31
PPP1R3A	ENSG00000154415	0.31
PPP2CB	ENSG00000104695	0.31
PPP2R2C	ENSG00000074211	0.31
PPP2R5B	ENSG00000068971	0.31
PPP3CC	ENSG00000120910	0.31
PPP6R2	ENSG00000100239	0.31
PPTC7	ENSG00000196850	0.31
PRCP	ENSG00000137509	0.31
PRDM16	ENSG00000142611	0.31
PREX2	ENSG00000046889	0.31
PRIMA1	ENSG00000175785	0.31
PRIMPOL	ENSG00000164306	0.31
PRKAA2	ENSG00000162409	0.31
PRKACB	ENSG00000142875	0.31
PRKCE	ENSG00000171132	0.31
PRKD1	ENSG00000184304	0.31
PRKD3	ENSG00000115825	0.31
PRMT2	ENSG00000160310	0.31
PROX1	ENSG00000117707	0.31
PRPS2	ENSG00000101911	0.31
PRR11	ENSG00000068489	0.31
PRR16	ENSG00000184838	0.31
PRR22	ENSG00000212123	0.31
PRRT4	ENSG00000224940	0.31
PRSS55	ENSG00000184647	0.31
PSEN1	ENSG00000080815	0.31
PTCH1	ENSG00000185920	0.31
PTER	ENSG00000165983	0.31
PTGDR	ENSG00000168229	0.31
PTGES2	ENSG00000148334	0.31
PTH2R	ENSG00000144407	0.31
PTK6	ENSG00000101213	0.31
PTP4A3	ENSG00000184489	0.31
PTPN14	ENSG00000152104	0.31
PTPN22	ENSG00000134242	0.31
PTPRD	ENSG00000153707	0.31
PURB	ENSG00000146676	0.31
PUS3	ENSG00000110060	0.31
PUSL1	ENSG00000169972	0.31
PXDNL	ENSG00000147485	0.31
PYGM	ENSG00000068976	0.31
PYHIN1	ENSG00000163564	0.31
QSOX1	ENSG00000116260	0.31
QSOX2	ENSG00000165661	0.31
R3HDM2	ENSG00000179912	0.31
RAB15	ENSG00000139998	0.31
RAB31	ENSG00000168461	0.31
RAB43	ENSG00000172780	0.31
RAB4A	ENSG00000168118	0.31
RAB6B	ENSG00000154917	0.31
RABL2B	ENSG00000079974	0.31
RAC2	ENSG00000128340	0.31
RAD21L1	ENSG00000244588	0.31
RAD23B	ENSG00000119318	0.31
RAG1	ENSG00000166349	0.31
RALGAPA2	ENSG00000188559	0.31
RALGAPB	ENSG00000170471	0.31
RAP2C	ENSG00000123728	0.31
RAPGEF2	ENSG00000109756	0.31
RAPGEF4	ENSG00000091428	0.31
RAPGEFL1	ENSG00000108352	0.31
RAPH1	ENSG00000173166	0.31
RASA1	ENSG00000145715	0.31
RASGEF1B	ENSG00000138670	0.31
RASGEF1C	ENSG00000146090	0.31
RASSF3	ENSG00000153179	0.31
RASSF4	ENSG00000107551	0.31
RASSF7	ENSG00000099849	0.31
RASSF8	ENSG00000123094	0.31
RBM24	ENSG00000112183	0.31
RBM41	ENSG00000089682	0.31
RBMS2	ENSG00000076067	0.31
RBMS3	ENSG00000144642	0.31
RBPJL	ENSG00000124232	0.31
RCBTB2	ENSG00000136161	0.31
RCN3	ENSG00000142552	0.31
RDX	ENSG00000137710	0.31
REEP4	ENSG00000168476	0.31
REL	ENSG00000162924	0.31
RELL1	ENSG00000181826	0.31
RERG	ENSG00000134533	0.31
RFPL1	ENSG00000128250	0.31
RFX3	ENSG00000080298	0.31
RFX6	ENSG00000185002	0.31
RGCC	ENSG00000102760	0.31
RGS2	ENSG00000116741	0.31
RGS20	ENSG00000147509	0.31
RHBDF2	ENSG00000129667	0.31
RHOBTB3	ENSG00000164292	0.31
RHOH	ENSG00000168421	0.31
RIIAD1	ENSG00000178796	0.31
RILPL1	ENSG00000188026	0.31
RIMBP2	ENSG00000060709	0.31
RIPK1	ENSG00000137275	0.31
RMND5B	ENSG00000145916	0.31
RNASE2	ENSG00000169385	0.31
RNASEH2B	ENSG00000136104	0.31
RNASET2	ENSG00000026297	0.31
RND1	ENSG00000172602	0.31
RNF14	ENSG00000013561	0.31
RNF144B	ENSG00000137393	0.31
RNF148	ENSG00000235631	0.31
RNF151	ENSG00000179580	0.31
RNF223	ENSG00000237330	0.31
RNPEP	ENSG00000176393	0.31
ROCK2	ENSG00000134318	0.31
RPS4Y2	ENSG00000280969	0.31
RPS6KA4	ENSG00000162302	0.31
RPUSD3	ENSG00000156990	0.31
RRAGB	ENSG00000083750	0.31
RRP8	ENSG00000132275	0.31
RSF1	ENSG00000048649	0.31
RUNX3	ENSG00000020633	0.31
RWDD2A	ENSG00000013392	0.31
S100A14	ENSG00000189334	0.31
SACS	ENSG00000151835	0.31
SAMHD1	ENSG00000101347	0.31
SAP30	ENSG00000164105	0.31
SASH3	ENSG00000122122	0.31
SATL1	ENSG00000184788	0.31
SCAF8	ENSG00000213079	0.31
SCGB1D1	ENSG00000168515	0.31
SCIN	ENSG00000006747	0.31
SDCBP	ENSG00000137575	0.31
SDF2	ENSG00000132581	0.31
SEC14L4	ENSG00000133488	0.31
SEC24C	ENSG00000176986	0.31
SECISBP2	ENSG00000187742	0.31
SELO		0.31
SENP2	ENSG00000163904	0.31
SEPT3	ENSG00000100167	0.31
SEPT6	ENSG00000125354	0.31
SERAC1	ENSG00000122335	0.31
SERHL2	ENSG00000183569	0.31
SERINC1	ENSG00000111897	0.31
SERINC3	ENSG00000132824	0.31
SERPINB4	ENSG00000206073	0.31
SERPINB5	ENSG00000206075	0.31
SERPINB6	ENSG00000124570	0.31
SERPINI2	ENSG00000114204	0.31
SERTM1	ENSG00000180440	0.31
SESN3	ENSG00000149212	0.31
SETD4	ENSG00000185917	0.31
SETD7	ENSG00000145391	0.31
SFI1	ENSG00000198089	0.31
SFMBT1	ENSG00000163935	0.31
SFN	ENSG00000175793	0.31
SFXN4	ENSG00000183605	0.31
SGCB	ENSG00000163069	0.31
SGIP1	ENSG00000118473	0.31
SGK1	ENSG00000118515	0.31
SGMS2	ENSG00000164023	0.31
SGSM3	ENSG00000100359	0.31
SH2D4A	ENSG00000104611	0.31
SHB	ENSG00000107338	0.31
SHCBP1L	ENSG00000157060	0.31
SHISA5	ENSG00000164054	0.31
SHROOM3	ENSG00000138771	0.31
SIAH1	ENSG00000196470	0.31
SIGLEC7	ENSG00000168995	0.31
SIGMAR1	ENSG00000147955	0.31
SIK3	ENSG00000160584	0.31
SIL1	ENSG00000120725	0.31
SLC10A7	ENSG00000120519	0.31
SLC12A1	ENSG00000074803	0.31
SLC12A2	ENSG00000064651	0.31
SLC13A2	ENSG00000007216	0.31
SLC16A11	ENSG00000174326	0.31
SLC16A3	ENSG00000141526	0.31
SLC16A5	ENSG00000170190	0.31
SLC1A1	ENSG00000106688	0.31
